# head,phon,pos,synonyms(;),example_base,example_translation
transitive verb,,noun,transitivt verbum,She has a transitive verb.,Hun har en transitivt verbum.
adverb,ˈæd.vɜːb,noun,adverbium;biord,I often went outside hiking during my stay in Japan.,
transitive,ˈtɹænzɪtɪv,adj,transitiv,"The English verb ""to notice"" is a transitive verb, because we say things like ""She noticed a problem"".",
because,bɪkəz,conj,fordi;eftersom;da;på grund af,I hid myself because I was afraid.,
flute,fluːt,noun,fløjte;champagneglas;skær;kannelure,"The group played huge drums placed overhead, along with flutes and a kotolike zither.",
flute,fluːt,verb,spille fløjte;fløjte,The green turf was velvet underfoot. The blackbirds fluted in the hazels there.,
railway,ˈɹeɪlˌweɪ,noun,jernbane,We need a railway.,Vi behøver en jernbane.
woodwind,ˈwʊdwɪnd,noun,træblæser,I can see a woodwind.,Jeg kan se en træblæser.
billion,ˈbɪljən,num,milliard,"At the last assessment it [the national debt] amounts to seven billion pounds (£7,000,000,000).",
morpheme,ˈmɔː.fiːm,noun,morfem,She has a morpheme.,Hun har en morfem.
eight,eɪt,num,otte,He works eight hours a day.,
eight,eɪt,noun,ottetal;otter,"About eight on the Saturday morning, she purchases a large sheath-knife in the Palais Royal [...]",
nine,naɪn,num,ni,"Of course, for a number to have a biography, we need to assume that none of its digits are present more than nine times.",
nine,naɪn,noun,nital;nier,"Indeed, if a number does not have nines, you can remove or add zeroes at the end of a biography to get another biography of the same number.",
ten,tɛn,num,ti,There is a melody upon the Earth as though ten thousand streams all sang together for their homes that they had forsaken in the hills.,
singular,ˈsɪŋ.ɡjə.lɚ,adj,singularis;ental;singulær,A singular experiment cannot be regarded as scientific proof of the existence of a phenomenon.,
singular,ˈsɪŋ.ɡjə.lɚ,noun,ental;singularis,I can see a singular.,Jeg kan se en ental.
crap,kɹæp,verb,lave pølse;lave lort,"That soup tasted funny, and now I need to crap.",
crap,kɹæp,intj,møg,Oh crap! The other driver's going to hit my car!,
everybody,ˈɛv.ɹi.bɒd.i,pron,alle,Does everybody have their ticket(s) at hand?,
reality,ɹiːˈælɪti,noun,virkelighed;realitet,The reality of the crash scene on TV dawned upon him only when he saw the victim was no actor but his friend.,
safety valve,ˈseɪftɪ ˌvælv,noun,sikkerhedsventil,"Spun glass mattresses are used for lagging the boiler, which has three Ross pop safety valves on the front ring.",
lexicographer,ˌlɛksɪˈkɒɡɹəfə(ɹ),noun,leksikograf,Pitt has furnish'd us a word or two / Which lexicographers declined to do.,
musician,mjuˈzɪʃən,noun,musiker,"Jenny is a talented musician, playing the cello, saxophone, piano and guitar.",
weapon,ˈwɛp.ən,noun,våben,The club that is now mostly used for golf was once a common weapon.,
stock,stɒk,noun,levkøj,We have a stock of televisions on hand.,
aria,ˈɑː.ɹi.ə,noun,arie,I can see a aria.,Jeg kan se en arie.
hell,hɛl,noun,helvede,My new boss is making my job a hell.,
pencil,ˈpɛnsəl,noun,blyant,"But living art may not least part expresse, / Nor life-resembling pencill it can paynt[…].",
conceal,kənˈsiːl,verb,skjule;gemme,He tried to conceal the truth about his health.,
operating system,ˈɒpəˌɹeɪtɪŋ ˌsɪstəm,noun,styresystem;operativsystem,She has a operating system.,Hun har en styresystem.
music,ˈmjuːzɪk,noun,musik;noder,I keep listening to this music because it’s a masterpiece.,
secret,ˈsiː.kɹɪt,noun,hemmelighed,"""Can you keep a secret?"" ""Yes."" ""So can I.""",
secret,ˈsiː.kɹɪt,adj,hemmelig,We went down a secret passage.,
war,wɔː,verb,føre krig,"...to war the Scot, and borders to defend...",
peace,piːs,noun,fred;ro,Our lounge strives to maintain an environment of peace for the comfort of our customers.,
and,ænd,conj,og,Soupes dorye. — Take gode almaunde mylke […] caste þher-to Safroun an Salt […],
country,ˈkʌntɹi,noun,land,"It is a beautiful country of rolling hills, fertile valleys, and a thousand rivers and streams which keep the landscape green even in winter.",
conjunction,kənˈd͡ʒʌŋk.ʃn̩,noun,bindeord;konjunktion,[…] Dr. Minchin in return was quite sure that man was not a mere machine or a fortuitous conjunction of atoms; […],
euro,ˈjʊəɹəʊ,noun,euro,euro size,
laconic,ləˈkɒnɪk,adj,lakonisk;kortfattet,"I grow laconick even beyond laconicism; for sometimes I return only yes, or no, to questionary or petitionary epistles of half a yard long.",
meticulous,mɪˈtɪkjɪlɪs,adj,minutiøs,meticulous search,
viable,ˈvaɪəbəl,adj,levedygtig,a viable option,
treaty,ˈtɹiːti,noun,traktat,to sign a peace treaty,
inflation,ɪnˈfleɪ.ʃən,noun,inflation,The inflation of the balloon took five hours.,
unemployment,ʌn.ɪmˈplɔɪ.mənt,noun,arbejdsløshed,Unemployment made Jack depressed.,
wage,weɪd͡ʒ,noun,løn;timeløn,"Before her promotion, her wages were 20% less.",
wage,weɪd͡ʒ,verb,føre;udføre,My life I never held but as a pawn / To wage against thine enemies,
currently,ˈkʌɹn̩tli,adv,i øjeblikket,"All the beds of the hotel are currently occupied, but we have a free room tomorrow.",
now,nɒ,adv,nu,Now I am six.,
now,nɒ,conj,nu,"Now all the children have grown up and left, the house is very quiet.",
now,nɒ,noun,nu,Now is the right time.,
bank,bæŋk,noun,bank;bankfilial;-bank,"Let it be no bank or common stock, but every man be master of his own money.",
bank,bæŋk,noun,bred;banke;vold,Tiber trembled underneath her banks.,
bank,bæŋk,noun,række;batteri,a bank of switches,
fiscal,ˈfɪskəl,adj,fiskal;skattemæssig;skatte-;financiel;finans-,fiscal matters,
tax,tæks,noun,skat,"Flie far from hence
All private taxes, immodest phrases,
What e'r may but shew like vicious.",
economics,ˌikəˈnɑmɪks,noun,økonomi,Mary studied economics for five years before going into banking.,
urban,ˈɜːb(ə)n,adj,bymæssig,urban life,
open,ˈəʊ.pən,adj,åben,Come in – the door's open.,
open,ˈəʊ.pən,verb,åbne;begynde,Turn the doorknob to open the door.,
consensus,kənˈsɛnsəs,noun,konsensus,reach consensus,
slow,sləʊ,adj,langsom,a slow train; a slow computer,
policy,ˈpɒləsi,noun,politik,The Communist Party has a policy of returning power to the workers.,
fruit,[fɹʉwʔ],noun,frugt,"[A]fter the flower is past commeth the fruit in long pods, every seede bunching out like the pods of Orobus and as bigge almost as the smaller Pease.",
gratuitous,ɡɹəˈtjuː.ɪt.əs,adj,unødvendig,gratuitous violence,
husband,ˈhʌz.bənd,noun,mand;ægtemand;husbond,You should start dating so you can find a suitable husband.,
husband,ˈhʌz.bənd,verb,spare på,"And for my meanes, I'll husband them so well,
They shall go farre with little.",
religion,ɹɪˈlɪd͡ʒən,noun,religion,"Holonyms: cosmology, ontology, epistemology, philosophy",
government,ˈɡʌvə(n)mənt,noun,regering;stat;øvrighed;styring,British government has historically centred exclusively on London.,
big,bɪɡ,adj,stor,"Elephants are big animals, and they eat a lot.",
wall,wɔːl,noun,væg;mur;vejrandøje,The town wall was surrounded by a moat.,
send,sɛnd,verb,sende,"Every day at two o'clock, he sends his secretary out to buy him a coffee.",
market,ˈmɑːkɪt,noun,marked;markedsplads;torv;målgruppe;markeds-,The right to hold a weekly market was an invaluable privilege not given to all towns in the Middle Ages.,
market,ˈmɑːkɪt,verb,markedsføre,We plan to market an ecology model by next quarter.,
food,fuːd,noun,føde;mad;næring,The innkeeper brought them food and drink.,
meeting,ˈmiːtɪŋ,noun,møde,Meeting him will be exciting. I enjoy meeting new people.,
global,ˈɡləʊbəl,adj,global;verdensomspændende;kuglerund;kugleformet;sfærisk,Some rights are more global than others; social rights in particular do not seem to globalise easily.,
globalisation,ˌɡləʊ.bə.laɪˈzeɪ.ʃən,noun,globalisering,"Sure, globalization as flows of trade will continue. But globalization as the driving logic of world affairs — that seems to be over.",
world,wɜːld,noun,menneskehed;verden,"In retrospect, the process of economic globalization has meant the end of the world as we knew it.",
quisling,ˈkwɪz.lɪŋ,noun,quisling;landsforræder,It is time to clear out the quislings and paid flunkies of city hall and big business.,
take part,,verb,deltage,He declined to take part in the meeting because he did not feel he had anything to add.,
but,bʌt,conj,men;undtagen;uden,She is very old but still attractive.,
say,seɪ,verb,sige;fortælle,Please say your name slowly and clearly.,
sound card,,noun,lydkort,She has a sound card.,Hun har en lydkort.
investment,ɪnˈvɛstmənt,noun,investering,Giving your children a good education is a wise long-term investment.,
last,lɑːst,adj,sidste;sidst;senest,Eyes Wide Shut was the last film to be directed by Stanley Kubrick.,
last,lɑːst,verb,vare;vedvare,Summer seems to last longer each year.,
last,lɑːst,noun,læst,She has a last.,Hun har en læst.
increase,ɪnˈkɹiːs,noun,stigning,She says an increase in melting from climate change may put that at risk.,
yesterday,ˈjɛstədeɪ,noun,i går,Today is the child of yesterday and the parent of tomorrow.,
yesterday,ˈjɛstədeɪ,adv,i går,"I started to watch the video yesterday, but could only finish it this evening.",
company,ˈkʌmp(ə)ni,noun,virksomhed,a company of actors,
also,ˈɔːl.səʊ,adv,også,"Everyone had eggs for breakfast, but Alice also had toast.",
add,æd,verb,lægge sammen;addere;tilføje,to add numbers,
accommodation,əˌkɒm.əˈdeɪ.ʃən,noun,indkvartering;anpasning,The accommodations at that hotel were quite luxurious.,
bollocks,ˈbɒ.ləks,noun,nosser,"That's a load of bollocks, mate!",
network,ˈnɛt.wɜːk,noun,netværk;net,A network of roads crisscrossed the country.,
frequency,ˈfɹiːkwənsi,noun,hyppighed,"With growing confidence, the Viking’s raids increased in frequency.",
mobile phone,,noun,mobiltelefon;mobil,She has a mobile phone.,Hun har en mobiltelefon.
wireless,ˈwaɪə.ləs,adj,trådløs,wireless headphones,
work,wɜː(ɹ)k,noun,arbejde;job;arbejdsplads;værk;forsvarsværk,My work involves a lot of travel.,
work,wɜː(ɹ)k,verb,drive;arbejde;virke;betjene;anvende,He's working in a bar.,
first,fɜːst,adj,første,Hancock was first to arrive.,
first,fɜːst,adv,først,"Clean the sink first, before you even think of starting to cook.",
first,fɜːst,noun,den første;den forreste,He was the first to complete the course.,
digital,ˈdɪd͡ʒɪtl̩,adj,digital,digital palpation,
radio,ˈɹeɪdiˌəʊ,noun,radio;radiofoni;bilradio;radiosender,send a message by radio,
nanosecond,,noun,nanosekund,Meronyms: quectosecond < rontosecond < yoctosecond < zeptosecond < attosecond < femtosecond < picosecond,
barcode,ˈbɑː.kəʊd,noun,stregkode,We need a barcode.,Vi behøver en stregkode.
consent,kənˈsɛnt,verb,samtykke,"After reflecting a little bit, I've decided to consent to her practising the piano in the house.",
age of consent,,noun,seksuel lavalder,In France the age of consent is 15 years of age.,
careful,ˈkɛːfl̩,adj,forsigtig,He was a slow and careful driver.,
time,taɪm,noun,afsoningstid;klokken;gang;tid,Time stops for nobody. the ebb and flow of time,
time,taɪm,verb,time;tidsindstille;tage tid,I used a stopwatch to time myself running around the block.,
shrink,ˈʃɹɪŋk,verb,krympe;krympe sig,The dryer shrank my sweater.,
thou,ðaʊ,pron,du,"[...] Awake thou that sleepest, and arise from the dead, and Christ shall giue thee light.",
thou,ðaʊ,verb,sige du,Don’t thou them as thous thee! – a Yorkshire English admonition to overly familiar children,
sect,sɛkt,noun,sekt,a religious sect,
political,pəˈlɪtɪkəl,adj,politisk,"Good political staff is hard to find, they may neither be ambitious and corrupted by power nor tempted by private sector careers.",
pseudonym,ˈs(j)uː.də(ʊ).nɪm,noun,pseudonym,"The Reverend Charles Lutwidge Dodgson wrote ""Alice's Adventures in Wonderland"" under the pseudonym Lewis Carroll.",
false,fɔːls,adj,falsk;kunstig,"Also the rule of false position, with dyuers examples not onely vulgar, but some appertaynyng to the rule of Algeber.",
blood,blʌd,noun,blod;blodets bånd;blodsbånd;blodprøve,Some insects are known for consuming blood.,
disease,dɪˈziːz,noun,sygdom,The tomato plants had some kind of disease that left their leaves splotchy and fruit withered.,
epidemic,ˌɛpɪˈdɛmɪk,noun,epidemi,We need a epidemic.,Vi behøver en epidemi.
epidemic,ˌɛpɪˈdɛmɪk,adj,epidemisk,Epidemic hysteria occurred upon the incumbent’s reelection.,
comma,ˈkɒmə,noun,komma,Other members of this genus that are frequently encountered in the park are the eastern comma (P. comma) and question mark (P. interrogationis).,
colon,ˈkəʊ.lən,noun,kolon,A colon tells the reader that what follows is closely related to the preceding clause.,
colon,ˈkəʊ.lən,noun,tyktarm,"Colorectal cancer refers to colon cancer, which starts in the colon, and rectal cancer, which starts in the rectum.",
full stop,ˌfʊl ˈstɒp,noun,punktum,We need a full stop.,Vi behøver en punktum.
early,ˈɜːli,adj,tidlig,"at eleven, we went for an early lunch; she began reading at an early age; his mother suffered an early death",
welcome,ˈwɛl.kəm,adj,velkommen;kærkommen,a welcome visitor,
welcome,ˈwɛl.kəm,intj,velkommen,Welcome to the life of Electra Heart!,
welcome,ˈwɛl.kəm,noun,velkomst;velkommen,We entered the house and found a ready welcome.,
welcome,ˈwɛl.kəm,verb,byde velkommen,"Finnley is the fourth daughter of Jason and Kylie Kelce, having already welcomed Wyatt, Elliotte and Bennett to the family.",
new,njuː,adj,ny;nuværende;nyfødt,This is a new scratch on my car! The band just released a new album.,
natural gas,,noun,naturgas,I can see a natural gas.,Jeg kan se en naturgas.
translation,tɹænzˈleɪʃən,noun,forflyttelse;oversættelse,This old text needs translation into modern English before it is published.,
love,lʌv,noun,skat;søde;elskede;kæreste;elskov,A mother’s love is not easily shaken.,
love,lʌv,verb,elske;behøve;lyste;kunne lide;holde af,I love my spouse. I love you! I love that song!,
love,lʌv,noun,nul,So that’s fifteen-love to Kournikova.,
proprietary,pɹəˈpɹaɪ.ə.tə.ɹi,adj,privateje,proprietary rights,
standard,ˈstændəd,adj,standard-,standard works in history; standard authors,
standard,ˈstændəd,noun,standard;standart;estandart;fane,"the court, which used to be the standard of propriety and correctness of speech",
feature,ˈfiː.t͡ʃə(ɹ),noun,træk;ansigtstræk,A feature interview with a noted personality or a discussion covering a specific issue is then presented.,
turkey,ˈtɜːki,noun,kalkun,"It was a Turkey! He never could have stood upon his legs, that bird. He would have snapped 'em short off in a minute, like sticks of sealing-wax.",
skillful,ˈskɪl.fəl,adj,skikket;behændig;dygtig,she's a skillful mechanical,
skill,skɪl,noun,færdighed;evne;kundskab,Where did you pick up that skill?,
mortar,ˈmɔːtə(ɹ),noun,mørtel;morter;mortér,She has a mortar.,Hun har en mørtel.
current,kəˈrɛɳʈ,noun,strømstyrke;strøm,"Symbol: I (inclined upper case letter ""I"")",
current,kəˈrɛɳʈ,adj,aktuel;nuværende,current events,
financial,faɪˈnænʃəl,adj,finansiel,"For financial reasons, we're not going to be able to continue to fund this program.",
financial market,,noun,finansmarked,We need a financial market.,Vi behøver en finansmarked.
pollution,pəˈljuːʃən,noun,forurening,"Pollution levels are almost always higher in cities rather than the countryside, what with the cars, industry and so on.",
automatic,ˌɔː.təˈmæt.ɪk,adj,automatisk;tankeløs;mekanisk,The automatic clothes washer was a great labor-saving device.,
automatic,ˌɔː.təˈmæt.ɪk,noun,automatgear,I never learned to drive a stick. I can only drive an automatic.,
